,Rok,Miesiąc,Dzień,T_MAX,T_MIN,T_ŚR,Suma dobowa opadów,Średnia wilgotność,Średnia prędkość wiatru,Średnie zachmurzenie,Ciśnienie na stacji
2352,2021.0,6.0,27.0,25.9,14.9,19.9,0.0,79.0,1.7,2.3,989.3
2353,2021.0,6.0,28.0,27.5,14.4,21.2,0.0,66.3,1.3,2.7,989.1
2354,2021.0,6.0,29.0,28.3,15.4,22.4,5.4,70.8,1.7,4.0,984.8
2355,2021.0,6.0,30.0,27.9,17.6,22.6,0.0,66.5,2.7,4.0,981.1
2356,2009.0,7.0,1.0,30.7,16.9,23.3,0.0,71.3,1.0,1.3,991.0
2357,2009.0,7.0,2.0,30.2,17.0,22.5,13.6,71.8,1.0,4.0,989.0
2358,2009.0,7.0,3.0,27.3,17.1,20.8,12.7,80.8,0.7,6.0,984.8
2359,2009.0,7.0,4.0,27.8,16.4,22.1,0.0,69.8,0.3,2.7,981.3
2360,2009.0,7.0,5.0,26.3,17.6,21.4,0.0,72.8,2.0,6.7,980.1
2361,2009.0,7.0,6.0,27.8,17.4,22.4,1.6,64.0,1.3,4.0,979.8
2362,2009.0,7.0,7.0,27.3,17.4,22.1,2.1,66.5,0.7,6.3,979.7
2363,2009.0,7.0,8.0,24.3,15.4,18.7,2.2,73.3,2.0,6.7,978.6
2364,2009.0,7.0,9.0,21.8,15.2,17.6,1.5,65.5,3.0,4.3,984.2
2365,2009.0,7.0,10.0,22.8,11.5,17.2,0.0,64.0,2.0,5.7,985.2
2366,2009.0,7.0,11.0,20.3,11.7,16.0,0.0,63.5,2.0,4.0,987.1
2367,2009.0,7.0,12.0,23.3,10.2,16.9,0.0,60.3,1.7,1.0,987.0
2368,2009.0,7.0,13.0,27.5,11.3,19.1,0.1,63.0,1.3,3.7,986.5
2369,2009.0,7.0,14.0,30.3,13.5,22.0,0.0,62.3,1.3,2.3,988.3
2370,2009.0,7.0,15.0,33.1,18.5,25.7,0.0,64.3,1.3,2.7,990.1
2371,2009.0,7.0,16.0,29.2,19.7,24.2,0.0,66.8,0.7,3.7,992.4
2372,2009.0,7.0,17.0,30.3,16.7,23.6,0.0,65.0,2.0,0.7,987.1
2373,2009.0,7.0,18.0,33.5,19.0,24.0,8.9,69.3,3.0,2.7,978.9
2374,2009.0,7.0,19.0,21.3,14.5,17.0,8.2,88.3,1.7,6.0,984.8
2375,2009.0,7.0,20.0,22.9,11.6,17.8,0.6,61.3,2.3,3.3,990.0
2376,2009.0,7.0,21.0,24.8,14.4,19.5,0.0,59.5,1.0,2.3,989.7
2377,2009.0,7.0,22.0,33.5,14.5,23.9,0.0,58.8,0.7,4.0,985.3
2378,2009.0,7.0,23.0,35.3,18.8,26.4,8.0,61.5,0.7,1.3,981.7
2379,2009.0,7.0,24.0,29.1,17.8,22.9,9.9,63.5,2.7,1.7,985.1
2380,2009.0,7.0,25.0,24.8,14.8,18.2,6.1,89.3,1.3,5.7,988.6
2381,2009.0,7.0,26.0,21.4,13.6,16.9,0.3,68.3,2.7,4.0,991.6
2382,2009.0,7.0,27.0,23.8,10.3,17.1,0.0,64.8,1.0,3.3,991.3
2383,2009.0,7.0,28.0,28.0,11.8,19.2,2.1,66.3,1.7,3.3,990.2
2384,2009.0,7.0,29.0,24.8,15.0,19.3,0.0,78.3,1.3,3.7,994.0
2385,2009.0,7.0,30.0,30.4,14.5,21.9,0.0,69.0,1.0,1.3,989.9
2386,2009.0,7.0,31.0,26.8,19.3,22.0,0.0,59.5,1.7,5.7,993.0
2387,2010.0,7.0,1.0,28.5,16.0,22.0,0.7,68.3,0.7,3.7,988.6
2388,2010.0,7.0,2.0,29.9,15.7,22.6,0.0,63.5,1.0,2.3,989.5
2389,2010.0,7.0,3.0,26.7,17.1,21.3,0.0,56.3,1.7,3.3,989.9
2390,2010.0,7.0,4.0,28.1,13.7,20.7,2.5,58.3,1.0,5.0,989.0
2391,2010.0,7.0,5.0,25.8,16.4,20.4,0.0,77.5,1.0,5.0,986.9
2392,2010.0,7.0,6.0,25.2,15.4,19.6,1.8,73.5,3.7,5.0,985.9
2393,2010.0,7.0,7.0,21.4,13.7,17.4,0.0,63.3,2.0,5.7,990.8
2394,2010.0,7.0,8.0,26.1,11.3,18.5,0.0,53.5,1.3,1.0,993.5
2395,2010.0,7.0,9.0,27.9,11.0,19.5,0.0,57.8,1.3,2.7,994.3
2396,2010.0,7.0,10.0,30.1,14.0,22.1,0.0,53.3,1.3,0.0,993.8
2397,2010.0,7.0,11.0,30.8,17.1,24.1,0.0,62.5,2.0,1.3,991.5
2398,2010.0,7.0,12.0,32.1,18.5,25.0,0.0,61.0,1.7,0.3,987.8
2399,2010.0,7.0,13.0,32.9,18.1,25.6,0.0,61.3,1.7,3.0,982.6
2400,2010.0,7.0,14.0,32.1,20.0,25.3,0.0,64.3,1.0,1.3,984.1
2401,2010.0,7.0,15.0,33.7,18.4,25.7,0.0,62.8,0.7,4.0,985.5
2402,2010.0,7.0,16.0,34.0,21.8,26.6,0.0,64.0,1.3,4.3,989.7
2403,2010.0,7.0,17.0,35.0,20.0,27.2,0.0,62.5,1.0,2.3,988.0
2404,2010.0,7.0,18.0,29.6,19.1,22.7,60.1,87.0,1.3,7.7,990.5
2405,2010.0,7.0,19.0,19.8,16.0,17.3,0.6,93.0,0.7,8.0,994.9
2406,2010.0,7.0,20.0,27.4,16.8,21.8,0.0,83.0,1.7,6.7,990.3
2407,2010.0,7.0,21.0,31.1,19.3,24.1,1.8,78.3,1.3,2.0,985.1
2408,2010.0,7.0,22.0,32.5,20.0,25.6,0.4,63.3,0.3,2.7,984.8
2409,2010.0,7.0,23.0,33.6,19.3,25.6,6.6,66.0,0.7,4.0,983.4
2410,2010.0,7.0,24.0,27.2,18.2,21.2,0.0,80.0,3.7,7.3,979.1
2411,2010.0,7.0,25.0,18.2,15.4,16.4,10.6,78.3,1.7,8.0,982.1
2412,2010.0,7.0,26.0,18.6,13.9,16.3,0.0,80.0,0.7,8.0,983.5
2413,2010.0,7.0,27.0,17.7,13.8,15.7,65.2,87.3,1.7,8.0,983.5
2414,2010.0,7.0,28.0,16.4,12.7,14.7,25.5,90.3,3.0,8.0,980.1
2415,2010.0,7.0,29.0,25.2,14.6,19.5,1.2,73.8,1.7,4.7,980.8
2416,2010.0,7.0,30.0,23.2,16.3,19.2,0.1,90.0,0.7,7.7,984.2
2417,2010.0,7.0,31.0,23.7,16.9,19.6,1.8,87.3,1.0,6.7,988.9
2418,2011.0,7.0,1.0,21.5,10.0,14.1,12.8,87.5,2.3,8.0,984.9
2419,2011.0,7.0,2.0,18.3,10.5,14.3,0.0,66.8,3.0,7.0,980.6
2420,2011.0,7.0,3.0,15.6,11.0,13.4,19.9,75.3,2.3,7.7,974.7
2421,2011.0,7.0,4.0,18.0,12.3,15.2,7.1,87.5,2.3,8.0,980.0
2422,2011.0,7.0,5.0,18.8,12.9,15.5,5.9,84.0,1.3,7.3,982.8
2423,2011.0,7.0,6.0,19.6,13.9,16.4,16.6,93.5,2.0,8.0,980.0
2424,2011.0,7.0,7.0,28.6,12.5,20.7,0.0,69.0,1.3,2.0,982.9
2425,2011.0,7.0,8.0,29.1,15.7,22.1,0.7,71.5,2.0,3.7,984.2
2426,2011.0,7.0,9.0,28.5,16.5,22.3,5.9,65.3,1.7,1.7,990.5
2427,2011.0,7.0,10.0,29.0,18.5,23.5,0.5,78.5,1.3,4.7,988.9
2428,2011.0,7.0,11.0,27.8,19.0,22.2,0.0,78.5,2.0,4.3,987.3
2429,2011.0,7.0,12.0,24.0,17.0,19.8,0.0,66.5,1.7,4.3,990.6
2430,2011.0,7.0,13.0,30.2,13.6,22.1,0.0,67.3,2.7,3.7,984.8
2431,2011.0,7.0,14.0,32.8,18.6,24.0,0.7,66.8,1.3,2.7,984.2
2432,2011.0,7.0,15.0,22.7,14.8,17.7,0.5,83.0,1.7,6.7,988.5
2433,2011.0,7.0,16.0,24.2,13.3,18.6,0.0,67.8,1.3,4.7,986.5
2434,2011.0,7.0,17.0,30.0,13.7,21.6,0.0,66.0,1.7,1.3,979.3
2435,2011.0,7.0,18.0,25.8,16.2,20.7,5.7,76.0,2.0,7.3,978.7
2436,2011.0,7.0,19.0,27.3,17.1,20.3,32.7,85.8,1.3,5.3,979.6
2437,2011.0,7.0,20.0,23.7,17.6,20.0,11.9,89.8,3.0,7.0,972.0
2438,2011.0,7.0,21.0,20.9,15.5,17.2,2.5,82.5,1.7,5.7,970.7
2439,2011.0,7.0,22.0,16.8,13.3,14.4,3.2,83.8,3.3,8.0,974.5
2440,2011.0,7.0,23.0,23.1,11.0,17.1,0.0,56.8,1.7,4.3,979.8
2441,2011.0,7.0,24.0,19.9,12.2,16.5,15.7,78.5,1.0,7.7,979.7
2442,2011.0,7.0,25.0,17.4,14.4,15.7,5.5,94.3,0.7,8.0,979.8
2443,2011.0,7.0,26.0,20.3,14.3,17.1,0.7,89.8,0.3,7.7,984.2
2444,2011.0,7.0,27.0,18.7,16.3,17.2,14.0,89.8,1.0,7.7,987.6
2445,2011.0,7.0,28.0,24.8,13.0,18.4,0.3,76.5,0.7,6.0,987.5
2446,2011.0,7.0,29.0,24.2,16.6,19.5,2.3,79.0,1.0,6.7,984.6
2447,2011.0,7.0,30.0,20.4,13.8,16.2,0.4,83.8,1.7,8.0,980.8
2448,2011.0,7.0,31.0,16.9,15.0,15.8,12.1,90.5,2.0,8.0,980.6
2449,2012.0,7.0,1.0,35.3,19.8,27.0,0.0,64.0,1.0,1.3,986.7
2450,2012.0,7.0,2.0,30.0,20.2,25.0,0.0,63.8,2.7,4.7,991.4
2451,2012.0,7.0,3.0,34.0,19.7,24.8,2.1,67.5,2.0,4.3,987.8
2452,2012.0,7.0,4.0,27.6,17.3,22.0,0.0,77.0,1.3,5.3,986.8
2453,2012.0,7.0,5.0,33.4,16.2,24.8,0.0,67.3,1.7,2.0,984.7
2454,2012.0,7.0,6.0,35.3,20.9,26.2,2.3,55.0,1.3,3.7,983.6
2455,2012.0,7.0,7.0,33.0,19.0,25.5,0.0,62.8,0.7,3.0,983.8
2456,2012.0,7.0,8.0,29.7,19.7,24.0,0.9,74.3,1.3,4.0,983.2
2457,2012.0,7.0,9.0,29.5,17.2,23.2,0.0,60.0,1.7,3.3,984.1
2458,2012.0,7.0,10.0,29.3,19.0,23.9,0.0,50.3,1.3,4.0,985.5
2459,2012.0,7.0,11.0,30.4,18.4,22.6,2.8,59.5,1.3,4.0,984.9
2460,2012.0,7.0,12.0,23.9,16.6,20.1,0.4,63.8,2.0,6.0,984.7
2461,2012.0,7.0,13.0,21.4,11.8,15.8,3.4,68.8,1.7,7.7,985.7
2462,2012.0,7.0,14.0,26.9,12.5,18.0,0.4,73.8,2.0,7.0,981.1
2463,2012.0,7.0,15.0,23.3,14.5,18.7,0.6,61.0,1.7,6.7,984.2
2464,2012.0,7.0,16.0,21.1,13.8,16.0,4.7,78.3,2.0,6.7,991.0
2465,2012.0,7.0,17.0,19.3,10.6,14.9,2.3,76.3,2.3,5.7,990.1
2466,2012.0,7.0,18.0,22.0,12.9,17.6,0.0,68.5,2.0,7.0,988.4
2467,2012.0,7.0,19.0,28.5,13.1,21.5,0.0,51.0,2.3,5.7,981.0
2468,2012.0,7.0,20.0,24.8,14.6,19.8,2.1,55.3,2.3,5.7,985.0
2469,2012.0,7.0,21.0,21.3,14.2,16.9,0.0,80.5,1.3,7.7,988.7
2470,2012.0,7.0,22.0,23.0,11.5,16.9,0.0,54.8,0.7,6.3,994.3
2471,2012.0,7.0,23.0,25.4,9.5,17.9,0.0,53.5,2.7,0.3,999.0
2472,2012.0,7.0,24.0,28.8,11.4,20.7,0.0,57.8,3.3,2.7,994.2
2473,2012.0,7.0,25.0,25.4,17.1,20.4,2.6,80.8,1.0,7.0,988.3
2474,2012.0,7.0,26.0,25.4,16.8,20.3,0.8,90.8,0.7,7.7,986.4
2475,2012.0,7.0,27.0,30.5,17.8,23.3,0.0,73.5,1.0,4.7,986.2
2476,2012.0,7.0,28.0,33.6,17.9,25.4,0.0,61.3,1.7,1.7,983.2
2477,2012.0,7.0,29.0,30.8,19.4,23.3,12.2,67.8,1.0,5.7,983.0
2478,2012.0,7.0,30.0,27.3,18.0,21.8,0.0,69.5,1.0,5.0,988.5
2479,2012.0,7.0,31.0,27.4,13.2,20.3,0.0,54.5,1.0,5.0,990.4
2480,2013.0,7.0,1.0,21.8,9.1,15.9,0.0,59.3,1.3,4.0,990.6
2481,2013.0,7.0,2.0,26.9,10.9,19.3,0.0,58.0,0.7,1.7,989.5
2482,2013.0,7.0,3.0,29.2,13.2,21.6,0.0,56.8,1.7,1.0,987.4
2483,2013.0,7.0,4.0,28.9,15.2,22.0,0.0,62.5,1.3,1.0,989.9
2484,2013.0,7.0,5.0,27.6,15.5,20.5,29.4,76.5,1.7,5.3,994.2
2485,2013.0,7.0,6.0,24.3,17.0,20.4,0.0,82.3,2.0,6.7,998.1
2486,2013.0,7.0,7.0,26.1,17.3,21.1,0.0,60.3,1.0,2.7,999.2
2487,2013.0,7.0,8.0,25.8,13.0,19.7,0.0,62.3,2.0,2.3,999.0
2488,2013.0,7.0,9.0,27.8,13.3,20.6,0.0,61.5,1.3,0.3,994.4
2489,2013.0,7.0,10.0,29.0,14.3,21.7,3.4,57.8,1.0,2.0,986.2
2490,2013.0,7.0,11.0,25.2,14.5,18.8,5.2,78.5,1.0,7.0,985.2
2491,2013.0,7.0,12.0,20.0,13.4,16.0,16.6,82.0,2.7,6.7,987.1
2492,2013.0,7.0,13.0,16.1,12.5,14.4,3.6,88.8,2.7,7.7,988.3
2493,2013.0,7.0,14.0,23.9,13.9,18.1,4.6,70.0,2.7,5.0,988.4
2494,2013.0,7.0,15.0,20.3,14.1,16.0,6.0,91.8,2.7,6.7,989.8
2495,2013.0,7.0,16.0,24.1,12.5,18.5,0.0,68.3,1.7,4.0,993.7
2496,2013.0,7.0,17.0,26.3,14.3,20.3,0.0,69.3,0.7,5.3,993.6
2497,2013.0,7.0,18.0,27.8,14.5,21.1,0.0,67.0,0.7,2.0,993.2
2498,2013.0,7.0,19.0,28.5,15.7,22.0,0.0,61.0,1.7,3.3,989.6
2499,2013.0,7.0,20.0,24.8,17.5,20.1,0.0,61.3,1.7,4.3,990.0
2500,2013.0,7.0,21.0,25.6,11.5,18.4,0.0,57.8,1.7,1.3,992.7
2501,2013.0,7.0,22.0,29.0,13.9,21.2,0.0,57.0,1.7,2.0,989.1
2502,2013.0,7.0,23.0,27.1,14.6,20.0,0.0,53.8,2.0,2.7,986.1
2503,2013.0,7.0,24.0,26.1,11.1,18.1,0.0,59.3,1.7,1.3,987.2
2504,2013.0,7.0,25.0,26.3,13.0,19.8,0.0,66.5,1.3,6.0,988.0
2505,2013.0,7.0,26.0,30.2,16.0,22.9,0.0,60.3,1.3,1.7,988.0
2506,2013.0,7.0,27.0,31.5,15.5,23.4,0.0,58.5,1.0,4.0,985.8
2507,2013.0,7.0,28.0,35.9,18.2,26.6,0.0,61.5,1.0,2.0,985.5
2508,2013.0,7.0,29.0,36.1,20.1,27.6,0.0,60.0,1.7,1.0,983.5
2509,2013.0,7.0,30.0,30.7,18.8,22.9,0.0,76.8,2.3,6.0,986.0
2510,2013.0,7.0,31.0,27.8,15.5,21.5,0.0,62.5,1.3,4.7,989.0
2511,2014.0,7.0,1.0,21.0,13.2,16.7,0.0,71.5,2.7,5.3,988.2
2512,2014.0,7.0,2.0,19.2,9.9,14.6,6.9,84.3,0.3,7.3,992.0
2513,2014.0,7.0,3.0,23.7,13.4,18.2,0.0,67.8,1.7,4.0,994.4
2514,2014.0,7.0,4.0,28.2,10.3,19.6,0.0,53.8,1.0,1.3,991.5
2515,2014.0,7.0,5.0,29.2,13.4,21.0,0.0,57.5,0.7,4.7,984.0
2516,2014.0,7.0,6.0,30.1,16.0,23.0,0.0,57.8,1.0,2.7,985.6
2517,2014.0,7.0,7.0,32.0,16.9,23.7,3.0,63.5,1.0,4.0,987.0
2518,2014.0,7.0,8.0,31.2,18.1,22.3,6.2,81.8,2.3,6.3,981.5
2519,2014.0,7.0,9.0,24.2,16.6,19.2,56.1,90.8,1.7,6.7,976.4
2520,2014.0,7.0,10.0,24.2,15.4,19.4,4.3,73.3,1.7,5.7,978.7
2521,2014.0,7.0,11.0,21.2,16.7,18.5,7.7,85.3,2.7,7.0,978.0
2522,2014.0,7.0,12.0,21.5,14.8,17.7,2.7,88.0,1.0,7.0,979.0
2523,2014.0,7.0,13.0,25.7,13.6,19.7,0.0,60.8,1.7,4.7,982.6
2524,2014.0,7.0,14.0,29.0,15.4,21.5,0.0,61.5,0.3,5.0,985.1
2525,2014.0,7.0,15.0,27.3,16.8,21.2,10.1,83.8,1.0,5.7,989.7
2526,2014.0,7.0,16.0,27.7,15.9,20.8,0.2,77.3,1.0,3.3,991.6
2527,2014.0,7.0,17.0,27.8,15.4,21.1,0.4,79.5,0.3,5.7,991.8
2528,2014.0,7.0,18.0,27.9,17.2,21.9,0.0,75.8,0.7,5.3,991.4
2529,2014.0,7.0,19.0,29.8,16.1,22.7,0.0,68.0,1.3,0.3,989.9
2530,2014.0,7.0,20.0,31.3,16.3,23.5,0.0,66.8,1.7,2.3,985.8
2531,2014.0,7.0,21.0,29.5,17.9,23.2,0.0,62.5,2.3,6.7,981.9
2532,2014.0,7.0,22.0,28.1,19.1,23.2,0.0,55.8,3.0,4.7,983.6
2533,2014.0,7.0,23.0,25.2,16.3,19.4,16.3,71.0,2.3,5.7,984.7
2534,2014.0,7.0,24.0,19.8,15.8,18.0,9.2,93.0,1.0,7.7,983.0
2535,2014.0,7.0,25.0,27.0,17.7,21.4,1.8,79.8,1.3,6.3,985.7
2536,2014.0,7.0,26.0,28.6,16.0,21.7,0.0,81.8,1.0,4.3,986.5
2537,2014.0,7.0,27.0,30.5,16.6,22.8,0.0,75.5,1.7,2.0,985.8
2538,2014.0,7.0,28.0,30.1,17.7,23.1,0.0,70.5,1.7,2.7,984.0
2539,2014.0,7.0,29.0,29.6,16.9,22.3,0.0,73.5,2.0,4.0,981.7
2540,2014.0,7.0,30.0,29.3,18.2,23.4,0.0,68.0,1.0,5.7,980.8
2541,2014.0,7.0,31.0,27.9,18.4,22.0,10.2,83.0,1.0,5.7,982.2
2542,2015.0,7.0,1.0,27.0,15.1,21.1,0.0,61.8,1.3,4.7,994.1
2543,2015.0,7.0,2.0,26.7,13.0,20.2,0.0,58.8,2.3,1.3,997.3
2544,2015.0,7.0,3.0,28.7,12.4,20.9,0.0,57.0,2.3,0.3,999.3
2545,2015.0,7.0,4.0,31.5,14.1,23.1,0.0,53.3,1.0,1.0,995.2
2546,2015.0,7.0,5.0,34.1,16.4,25.4,0.0,51.0,1.7,2.0,989.9
2547,2015.0,7.0,6.0,33.5,19.0,25.9,0.0,54.0,2.3,3.7,988.2
2548,2015.0,7.0,7.0,32.3,17.9,25.0,4.4,52.3,2.0,0.7,987.3
2549,2015.0,7.0,8.0,29.8,18.6,21.8,0.9,80.5,2.3,7.3,980.3
2550,2015.0,7.0,9.0,24.1,15.5,18.5,0.1,56.0,3.3,4.0,985.2
2551,2015.0,7.0,10.0,19.9,10.9,15.1,0.0,50.3,3.3,4.0,990.5
2552,2015.0,7.0,11.0,23.9,9.1,17.0,0.0,46.5,1.7,1.3,989.2
2553,2015.0,7.0,12.0,26.4,10.0,18.9,8.3,52.8,1.0,4.3,986.8
2554,2015.0,7.0,13.0,23.4,14.5,18.0,1.5,85.3,2.3,7.3,985.9
2555,2015.0,7.0,14.0,23.0,15.4,18.6,4.2,83.0,1.7,7.0,985.6
2556,2015.0,7.0,15.0,23.7,17.2,19.4,4.3,77.3,2.0,6.0,988.6
2557,2015.0,7.0,16.0,27.2,14.0,20.9,0.0,60.8,1.7,1.7,991.0
2558,2015.0,7.0,17.0,31.7,16.4,23.7,0.0,59.5,1.7,4.0,988.9
2559,2015.0,7.0,18.0,34.3,18.0,25.5,0.4,53.5,1.7,5.0,987.8
2560,2015.0,7.0,19.0,33.0,19.3,25.2,12.8,68.3,1.0,4.7,983.8
2561,2015.0,7.0,20.0,26.9,19.4,22.4,0.0,63.8,2.3,3.3,984.9
2562,2015.0,7.0,21.0,30.9,14.1,23.0,0.0,57.0,1.7,3.3,986.7
2563,2015.0,7.0,22.0,33.1,20.2,26.5,0.0,59.3,1.7,1.3,986.6
2564,2015.0,7.0,23.0,33.6,20.6,26.5,0.0,60.3,2.3,5.0,984.3
2565,2015.0,7.0,24.0,29.2,20.4,24.2,0.0,65.0,3.0,5.7,986.4
2566,2015.0,7.0,25.0,33.6,20.6,25.1,10.2,68.5,2.7,3.3,979.8
2567,2015.0,7.0,26.0,24.0,15.8,18.9,0.0,65.5,1.7,4.3,984.4
2568,2015.0,7.0,27.0,22.7,11.5,17.4,0.0,63.0,1.3,6.7,979.3
2569,2015.0,7.0,28.0,25.7,14.5,19.7,7.1,58.3,2.7,4.0,979.5
2570,2015.0,7.0,29.0,23.6,15.8,19.2,0.2,69.0,1.3,5.7,981.2
2571,2015.0,7.0,30.0,23.6,15.1,18.9,0.0,43.5,2.3,1.3,984.5
2572,2015.0,7.0,31.0,23.4,12.5,17.4,0.0,56.5,1.3,3.7,988.9
2573,2016.0,7.0,1.0,29.4,18.2,23.1,0.0,65.8,1.0,5.0,988.9
2574,2016.0,7.0,2.0,33.3,16.3,24.6,28.3,61.8,1.7,2.3,986.3
2575,2016.0,7.0,3.0,27.9,15.1,19.4,4.9,82.8,2.0,7.0,989.7
2576,2016.0,7.0,4.0,23.1,12.8,18.1,0.0,56.0,2.3,2.0,992.5
2577,2016.0,7.0,5.0,26.6,12.0,19.4,4.4,55.8,1.7,2.0,988.2
2578,2016.0,7.0,6.0,23.1,15.0,18.5,1.7,65.5,3.3,4.3,984.7
2579,2016.0,7.0,7.0,21.8,12.6,17.4,0.0,51.5,3.0,1.7,990.3
2580,2016.0,7.0,8.0,25.4,12.4,18.9,0.3,56.8,1.7,5.7,990.5
2581,2016.0,7.0,9.0,24.7,16.1,19.4,0.0,66.5,3.3,3.7,987.1
2582,2016.0,7.0,10.0,26.5,13.4,20.3,0.0,58.3,1.7,4.0,989.2
2583,2016.0,7.0,11.0,33.3,14.9,24.8,0.0,53.8,1.7,4.3,984.4
2584,2016.0,7.0,12.0,30.4,19.7,25.1,10.4,71.8,1.0,7.0,984.1
2585,2016.0,7.0,13.0,25.3,19.0,21.6,4.2,78.8,2.0,7.0,982.5
2586,2016.0,7.0,14.0,23.3,15.5,18.4,1.3,81.8,2.7,7.3,978.3
2587,2016.0,7.0,15.0,20.5,12.2,16.5,0.0,68.5,2.7,7.0,990.3
2588,2016.0,7.0,16.0,17.9,14.2,15.5,6.7,86.0,2.0,8.0,992.7
2589,2016.0,7.0,17.0,16.4,14.3,15.4,10.6,94.8,1.3,7.7,988.6
2590,2016.0,7.0,18.0,18.9,14.3,16.7,0.0,82.8,2.0,8.0,989.6
2591,2016.0,7.0,19.0,19.9,14.4,17.1,0.0,80.0,2.0,7.7,991.4
2592,2016.0,7.0,20.0,24.2,13.5,18.5,0.0,72.8,1.0,6.0,990.2
2593,2016.0,7.0,21.0,27.3,11.5,19.4,0.0,64.3,1.7,1.7,987.8
2594,2016.0,7.0,22.0,28.3,14.4,21.2,0.0,54.8,1.7,1.3,987.7
2595,2016.0,7.0,23.0,28.7,12.8,20.6,0.0,63.5,2.0,2.7,989.5
2596,2016.0,7.0,24.0,29.4,15.2,22.5,0.4,66.0,1.7,5.0,989.7
2597,2016.0,7.0,25.0,29.5,17.6,22.4,0.2,73.5,1.3,5.3,988.5
2598,2016.0,7.0,26.0,29.5,18.4,22.9,1.6,77.3,1.7,6.0,988.5
2599,2016.0,7.0,27.0,30.4,17.8,23.1,0.2,74.3,0.7,6.0,987.6
2600,2016.0,7.0,28.0,24.3,18.8,21.4,7.1,81.5,1.7,7.3,987.0
2601,2016.0,7.0,29.0,27.8,18.2,21.9,0.7,80.0,1.0,5.3,985.6
2602,2016.0,7.0,30.0,28.9,16.6,22.6,0.0,61.3,1.3,2.7,986.0
2603,2016.0,7.0,31.0,31.4,17.7,22.5,51.2,72.5,2.0,7.3,984.3
2604,2017.0,7.0,1.0,25.0,15.4,19.7,0.0,65.5,2.3,6.3,979.7
2605,2017.0,7.0,2.0,21.6,15.9,19.0,1.3,66.0,2.3,7.0,983.7
2606,2017.0,7.0,3.0,22.3,15.0,18.2,0.0,54.5,2.3,5.0,990.0
2607,2017.0,7.0,4.0,23.3,10.5,17.5,0.0,54.5,2.0,5.3,990.1
2608,2017.0,7.0,5.0,26.1,11.7,17.7,8.5,64.0,2.0,5.0,990.1
2609,2017.0,7.0,6.0,23.8,13.0,18.1,0.0,67.8,1.3,3.7,991.5
2610,2017.0,7.0,7.0,23.8,11.0,17.8,1.4,72.5,1.0,7.0,988.4
2611,2017.0,7.0,8.0,26.3,15.6,20.1,6.7,77.0,2.0,4.3,985.3
2612,2017.0,7.0,9.0,28.2,13.9,20.9,0.0,67.5,0.7,2.7,987.1
2613,2017.0,7.0,10.0,28.5,16.9,23.0,3.8,67.3,1.7,5.7,983.4
2614,2017.0,7.0,11.0,26.1,18.0,21.7,10.6,80.3,1.3,6.3,982.7
2615,2017.0,7.0,12.0,28.1,15.7,22.1,4.6,58.8,1.3,3.3,983.4
2616,2017.0,7.0,13.0,25.0,14.0,18.0,0.6,71.3,3.3,4.7,985.8
2617,2017.0,7.0,14.0,22.3,11.1,16.8,0.7,55.8,1.0,6.7,988.0
2618,2017.0,7.0,15.0,21.3,13.0,16.1,0.0,74.3,1.3,6.3,988.5
2619,2017.0,7.0,16.0,24.7,11.5,17.9,0.0,60.3,1.3,3.7,993.3
2620,2017.0,7.0,17.0,24.8,12.8,19.0,0.0,57.8,2.0,7.0,992.5
2621,2017.0,7.0,18.0,29.2,14.9,21.7,0.0,62.0,1.3,2.3,992.3
2622,2017.0,7.0,19.0,30.8,17.2,23.1,0.0,61.3,1.0,3.3,988.3
2623,2017.0,7.0,20.0,33.1,16.8,24.2,0.0,57.0,2.3,4.0,983.2
2624,2017.0,7.0,21.0,26.3,18.5,21.9,8.5,85.5,1.3,5.7,985.5
2625,2017.0,7.0,22.0,29.8,16.1,22.3,2.7,71.3,1.3,2.3,987.2
2626,2017.0,7.0,23.0,29.2,17.4,21.8,0.9,76.8,1.7,5.7,985.8
2627,2017.0,7.0,24.0,28.4,15.3,21.6,0.5,65.8,1.7,5.3,980.7
2628,2017.0,7.0,25.0,24.3,16.6,19.4,0.2,78.0,2.3,7.7,974.0
2629,2017.0,7.0,26.0,21.7,12.5,17.6,0.0,59.0,1.7,5.3,975.4
2630,2017.0,7.0,27.0,23.6,12.3,17.8,0.1,63.5,2.0,3.3,979.2
2631,2017.0,7.0,28.0,25.5,14.5,18.8,0.0,71.0,1.0,6.3,982.7
2632,2017.0,7.0,29.0,26.4,14.9,20.6,0.0,58.5,2.0,2.0,988.4
2633,2017.0,7.0,30.0,32.7,13.8,23.2,0.0,57.5,1.3,0.7,987.4
2634,2017.0,7.0,31.0,33.7,19.3,26.6,0.0,53.5,1.0,3.0,988.6
2635,2018.0,7.0,1.0,16.5,9.7,12.8,6.6,73.3,1.7,6.3,988.1
2636,2018.0,7.0,2.0,20.3,10.0,15.2,0.0,58.8,2.3,4.0,988.1
2637,2018.0,7.0,3.0,24.2,10.4,17.6,0.0,50.5,1.7,4.0,987.8
2638,2018.0,7.0,4.0,28.5,11.1,20.5,0.0,45.3,1.7,1.0,986.5
2639,2018.0,7.0,5.0,31.0,12.4,22.5,0.0,38.5,1.3,1.7,983.1
2640,2018.0,7.0,6.0,27.3,18.0,21.0,2.0,67.5,2.3,6.7,984.1
